iter	Logloss
233	0.2977731696
234	0.2976316981
235	0.2974663265
236	0.2973282483
237	0.2971713508
238	0.297006967
239	0.2968496294
240	0.2967330093
241	0.296380764
242	0.296171297
243	0.2959301019
244	0.2957810186
245	0.2955954839
246	0.295475016
247	0.2953385844
248	0.2951613545
249	0.2950361428
250	0.2949135254
251	0.2947405865
252	0.2945741568
253	0.2944236818
254	0.2942834474
255	0.2941455778
256	0.2940424036
257	0.2939365997
258	0.2937817122
259	0.2936724955
260	0.2935601831
261	0.2933623969
262	0.2931991041
263	0.2930622212
264	0.292939537
265	0.2928067712
266	0.2925750091
267	0.292376658
268	0.2922276451
269	0.2920798502
270	0.2919633585
271	0.2918396543
272	0.291682805
273	0.2914965407
274	0.2912614854
275	0.2911413239
276	0.2910211809
277	0.2909264816
278	0.2908400838
279	0.2906539285
280	0.2905347206
281	0.2904199241
282	0.2903006753
283	0.2901498167
284	0.2899588487
285	0.2898403958
286	0.2897192804
287	0.2896188442
288	0.289496356
289	0.2894090541
290	0.2892526276
291	0.2891168687
292	0.2890018051
293	0.2888117683
294	0.2887098867
295	0.2885912178
296	0.2885222866
297	0.2883913323
298	0.2882984073
299	0.2881738862
300	0.2880297278
301	0.287935683
302	0.2877320777
303	0.2876199259
304	0.2875191669
305	0.2874323251
306	0.2873379592
307	0.2872419786
308	0.2871140853
309	0.2869576175
310	0.2868683214
311	0.2867708237
312	0.2865882114
313	0.2864743476
314	0.286364043
315	0.286257326
316	0.2861285362
317	0.2860645928
318	0.2859669108
319	0.285812819
320	0.2857319757
321	0.2856203569
322	0.2854434602
323	0.2852555509
324	0.2851846116
325	0.2850436633
326	0.2849457628
327	0.2848716122
328	0.2846554622
329	0.2845899034
330	0.2844253088
331	0.2843315634
332	0.2842572997
333	0.2841553436
334	0.2840515829
335	0.2839647931
336	0.2838668876
337	0.2837595711
338	0.2836927211
339	0.2835568797
340	0.2834869686
341	0.2833663646
342	0.2832545207
343	0.2831798002
344	0.2830607525
345	0.2829387928
346	0.2828149227
347	0.2827103563
348	0.2826201797
349	0.2825114612
350	0.2823924854
351	0.2823311842
352	0.2822308653
353	0.2820544415
354	0.2819363589
355	0.2818407898
356	0.2817398313
357	0.281661505
358	0.2816038529
359	0.2815045037
360	0.2814060921
361	0.2813171905
362	0.2811775074
363	0.281049712
364	0.2809736792
365	0.2808672012
366	0.280746186
367	0.2806223297
368	0.2804580183
369	0.2803656213
370	0.2802883459
371	0.2802019812
372	0.2800842244
373	0.2800057893
374	0.2799085368
375	0.2798136965
376	0.2796728133
377	0.2795666679
378	0.2794557617
379	0.2793247194
380	0.2792534665
381	0.2791586019
382	0.2790874274
383	0.2790131796
384	0.2789521742
385	0.2788308924
386	0.2786988514
387	0.2786154971
388	0.2785547479
389	0.2784810061
390	0.2783522879
391	0.2782861196
392	0.2781793793
393	0.2781211425
394	0.2780165579
395	0.2779132896
396	0.2778586396
397	0.2777928887
398	0.2776947245
399	0.2776177115
400	0.2775193651
401	0.2773537235
402	0.2772839686
403	0.2771843509
404	0.2770942504
405	0.2770003886
406	0.2768974483
407	0.2767946925
408	0.27671136
409	0.2766505308
410	0.2765080728
411	0.2764524347
412	0.2763829698
413	0.2763255092
414	0.2762552785
415	0.2761327761
416	0.276063869
417	0.2759780464
418	0.2759067569
419	0.275809395
420	0.2757152371
421	0.275600372
422	0.2755571175
423	0.2755007429
424	0.2754526562
425	0.2753645204
426	0.2752573976
427	0.2751696659
428	0.2750509013
429	0.2749911952
430	0.2749155559
431	0.2748125309
432	0.2747192387
433	0.2746579214
434	0.2745675379
435	0.2744778851
436	0.274408033
437	0.2743327119
438	0.2742590838
439	0.2742021992
440	0.2741239172
441	0.2740388978
442	0.2739702814
443	0.273871038
444	0.2738019012
445	0.2736692598
446	0.2736065493
447	0.2735531314
448	0.2734355355
449	0.2733730275
450	0.2733164999
451	0.2732531733
452	0.2731820598
453	0.273103071
454	0.2729933203
455	0.2729127506
456	0.2728092611
457	0.2727349968
458	0.2726572803
459	0.272562592
460	0.2724792458
461	0.2724300777
462	0.2723795811
463	0.2723148116
464	0.2722395001
465	0.2721683215
466	0.2721183362
467	0.2720640506
468	0.27200014
469	0.2719236431
470	0.2718439478
471	0.2717573744
472	0.2717059479
473	0.2716063402
474	0.2715404642
475	0.2714770572
476	0.2714079806
477	0.2713454291
478	0.2712753573
479	0.2712005975
480	0.2711365901
481	0.2710483017
482	0.2709314728
483	0.270863101
484	0.2707157671
485	0.2706180655
486	0.2705586749
487	0.270501664
488	0.2704084543
489	0.2703353836
490	0.2702150699
491	0.270161552
492	0.2700756484
493	0.2700300881
494	0.2699331928
495	0.26985406
496	0.2697745025
497	0.2696999592
498	0.2696175554
499	0.2695592904
500	0.2695084708
501	0.2694526644
502	0.2694037779
503	0.2693419789
504	0.2692889816
505	0.2692131787
506	0.2691391328
507	0.2690217388
508	0.268930643
509	0.2688381357
510	0.2687762205
511	0.2687234269
512	0.268677329
513	0.2685964586
514	0.268521549
515	0.268435146
516	0.2683558688
517	0.2682774832
518	0.2682150385
519	0.2681735701
520	0.2680966884
521	0.2680011348
522	0.2678968125
523	0.2677905828
524	0.2677331375
525	0.2676751478
526	0.2676384216
527	0.2675841736
528	0.2675585074
529	0.2674865042
530	0.2674305431
531	0.2673888243
532	0.2673523003
533	0.2672829569
534	0.2671946991
535	0.2671227696
536	0.2670559381
537	0.2669734396
538	0.2668751312
539	0.2668069468
540	0.2667384909
541	0.2666662577
542	0.2665930925
543	0.2665335623
544	0.2664678656
545	0.2663476844
546	0.2662765272
547	0.2661892873
548	0.2661210353
549	0.2660464118
550	0.2659835022
551	0.2659412829
552	0.2658537869
553	0.2657723906
554	0.2657315724
555	0.265677628
556	0.265612665
557	0.2655603373
558	0.2655007049
559	0.2653839017
560	0.2653423427
561	0.2652210839
562	0.2651479418
563	0.2650971497
564	0.2649868394
565	0.2649049877
566	0.2647941699
567	0.2647441963
568	0.2646672419
569	0.26460039
570	0.2645505602
571	0.2644633344
572	0.2643940414
573	0.2643072998
574	0.2642282393
575	0.2641906376
576	0.2641328418
577	0.2640879671
578	0.2640408504
579	0.2639668557
580	0.2639331074
581	0.2638678587
582	0.2637597752
583	0.2636816919
584	0.2636360869
585	0.2635907218
586	0.2635490751
587	0.2634904007
588	0.2634402751
589	0.2633683686
590	0.2632940909
591	0.263202639
592	0.2631390407
593	0.2630912156
594	0.2630488998
595	0.2630031532
596	0.2628935583
597	0.2628304231
598	0.2627738569
599	0.2626170728
600	0.2625654392
601	0.2624855818
602	0.2623833347
603	0.2623482566
604	0.2622815232
605	0.2621636544
606	0.2621028976
607	0.2620436787
608	0.2619712995
609	0.2618971275
610	0.2618350575
611	0.2617398535
612	0.2616969809
613	0.2616165994
614	0.2615881611
615	0.2615191168
616	0.2614823475
617	0.2614588085
618	0.2613971815
619	0.2613568991
620	0.2613225709
621	0.2612674111
622	0.2611223156
623	0.2610656109
624	0.2610141161
625	0.2609612979
626	0.2609222292
627	0.2608478952
628	0.2607324609
629	0.260633881
630	0.2605956102
631	0.2605520846
632	0.2604714371
633	0.2603681508
634	0.2603057553
635	0.2602499274
636	0.2601951132
637	0.2601479785
638	0.2600807109
639	0.2600397648
640	0.2599875392
641	0.2599111919
642	0.2598514743
643	0.259781992
644	0.2597191286
645	0.25965294
646	0.2595922183
647	0.2595161524
648	0.2594576609
649	0.2593755883
650	0.2593239839
651	0.25926035
652	0.2591802346
653	0.2591315532
654	0.2590956682
655	0.259020903
656	0.2589028008
657	0.2588307864
658	0.258726629
659	0.2586779406
660	0.2586228178
661	0.2585387643
662	0.2584852458
663	0.2584292986
664	0.2583895246
665	0.2583441537
666	0.2582971238
667	0.2582260777
668	0.2581881807
669	0.2581377046
670	0.2580774457
671	0.258050564
672	0.2580080773
673	0.2579184168
674	0.2578804608
675	0.2577745093
676	0.2576733084
677	0.257639716
678	0.257581172
679	0.2575369234
680	0.2574887692
681	0.2574095153
682	0.2573271245
683	0.2572802675
684	0.2572382754
685	0.2571828338
686	0.2571302244
687	0.2570742731
688	0.2569527822
689	0.2569081125
690	0.2568389042
691	0.2567702633
692	0.2567076866
693	0.2566377812
694	0.2565862217
695	0.2565393379
696	0.256412464
697	0.256355485
698	0.2563322185
699	0.2562709951
700	0.2562116785
701	0.2560859115
702	0.256049521
703	0.2559935868
704	0.2559527063
705	0.2559152199
706	0.2558553125
707	0.2558121194
708	0.2557612342
709	0.2556982414
710	0.2556414501
711	0.2555836028
712	0.2555514486
713	0.255452844
714	0.2554077291
715	0.2553472891
716	0.2552788763
717	0.2552241141
718	0.2551649689
719	0.2551178049
720	0.2550809781
721	0.2550412709
722	0.2549857141
723	0.2549472762
724	0.2548658175
725	0.2548105802
726	0.2547367415
727	0.254704508
728	0.2546317208
729	0.2545846695
730	0.2545434851
731	0.2545106653
732	0.2544377455
733	0.2544042972
734	0.2543621226
735	0.2543350991
736	0.2542815987
737	0.2542273578
738	0.2541776334
739	0.2541377536
740	0.2540765309
741	0.2540276322
742	0.2539862855
743	0.2539064136
744	0.2538703388
745	0.2538317636
746	0.2537747143
747	0.2537298469
748	0.2536996041
749	0.2536312017
750	0.253562939
751	0.2535161661
752	0.2534542074
753	0.253395433
754	0.2533223013
755	0.2532617576
756	0.2532072356
757	0.2531766546
758	0.2530873818
759	0.2530194209
760	0.2529665579
761	0.2529136245
762	0.2528491778
763	0.2527640711
764	0.2527051864
765	0.2526049104
766	0.2525314235
767	0.2524868529
768	0.2524271016
769	0.2523924745
770	0.2523210271
771	0.2522209335
772	0.2521576144
773	0.2520894704
774	0.2520320162
775	0.2520014803
776	0.2519598755
777	0.251879576
778	0.2518123242
779	0.2517723235
780	0.2517411438
781	0.2517141805
782	0.2516763383
783	0.2516272311
784	0.2515979367
785	0.2515505623
786	0.2515158694
787	0.2514864397
788	0.2513995248
789	0.2513672653
790	0.2512686552
791	0.2512238206
792	0.2511880668
793	0.2511390325
794	0.2510824523
795	0.2510224405
796	0.2509992169
797	0.250956984
798	0.2509170258
799	0.2508685844
800	0.2508165231
801	0.2507835304
802	0.2506958166
803	0.2506382714
804	0.2505916646
805	0.2505229106
806	0.250471112
807	0.2504032529
808	0.2503091267
809	0.2502628645
810	0.2502178733
811	0.2501975736
812	0.2501668905
813	0.2501275571
814	0.2500912147
815	0.2500282435
816	0.2499941435
817	0.2499570477
818	0.2498982524
819	0.249836323
820	0.2497903737
821	0.2497504353
822	0.2497224741
823	0.2496674824
824	0.2496060449
825	0.2495481441
826	0.2494775354
827	0.2494428141
828	0.2493857527
829	0.2493486946
830	0.2492728873
831	0.2492237235
832	0.2491931923
833	0.2491419765
834	0.2490948691
835	0.2490521704
836	0.249009684
837	0.2489662647
838	0.2489284175
839	0.2488564212
840	0.2488249762
841	0.2487707178
842	0.2487230477
843	0.2486794092
844	0.2486177062
845	0.2485790188
846	0.2485467286
847	0.2484736158
848	0.2484160712
849	0.2483720461
850	0.2483289073
851	0.248302047
852	0.2482158962
853	0.2481786599
854	0.2481271004
855	0.2480557132
856	0.2480052361
857	0.2479372198
858	0.247912413
859	0.2478822143
860	0.2478295632
861	0.2477731149
862	0.2477346505
863	0.2476875766
864	0.2476600143
865	0.2476146385
866	0.2475806133
867	0.247542493
868	0.2474858897
869	0.2474467692
870	0.2474194968
871	0.2473835221
872	0.2473478953
873	0.2473081506
874	0.247253794
875	0.2472069501
876	0.2471730681
877	0.2471327999
878	0.2471041836
879	0.24700095
880	0.2469500286
881	0.2468936499
882	0.2468490097
883	0.2468090119
884	0.2467496106
885	0.2467119
886	0.24668654
887	0.2466493767
888	0.2465844926
889	0.2465602921
890	0.2465040969
891	0.2464663789
892	0.2464348124
893	0.2463847324
894	0.2463617051
895	0.2463089761
896	0.2462692689
897	0.2462195108
898	0.2461887169
899	0.2461426483
900	0.2460957521
901	0.2460599408
902	0.2460296808
903	0.2459449286
904	0.2459003683
905	0.2458514521
906	0.2457974112
907	0.2457605578
908	0.2457170142
909	0.2456630655
910	0.2455965807
911	0.2455678628
912	0.2455330062
913	0.2454555758
914	0.2454185263
915	0.2453849184
916	0.2453437247
917	0.2452936964
918	0.2452387431
919	0.2451946496
920	0.2450886906
921	0.245052224
922	0.2450192153
923	0.2449738925
924	0.2449323047
925	0.2449077217
926	0.2448575821
927	0.2447761639
928	0.2447415667
929	0.2446722356
930	0.2446100396
931	0.2445548356
932	0.2444995271
933	0.2444769585
934	0.2444516582
935	0.244367126
936	0.2443340821
937	0.2442775917
938	0.2442203498
939	0.2441808683
940	0.2440673908
941	0.2440142671
942	0.2439795376
943	0.2439285676
944	0.2438959013
945	0.243833498
946	0.2437956862
947	0.2437087534
948	0.2436579565
949	0.2436084203
950	0.2435834926
951	0.2435519108
952	0.2435151312
953	0.2434394013
954	0.2433947038
955	0.2433551756
956	0.2433068223
957	0.2432440974
958	0.2431830319
959	0.243136888
960	0.2430975778
961	0.243038682
962	0.2429886717
963	0.2429510089
964	0.2428998937
965	0.2428649237
966	0.242843518
967	0.2427794101
968	0.2427153306
969	0.2426750125
970	0.2426436963
971	0.2426232159
972	0.2426091502
973	0.2425762618
974	0.2425133374
975	0.2424942427
976	0.2424270423
977	0.2424060792
978	0.2423489225
979	0.2423154385
980	0.2422719387
981	0.2422015661
982	0.2421637754
983	0.2420880557
984	0.242062654
985	0.2420312541
986	0.2420103821
987	0.241966373
988	0.2419240111
989	0.2418487613
990	0.2417651702
991	0.2417371656
992	0.2416572548
993	0.2416083475
994	0.2415650678
995	0.2414764792
996	0.2414095311
997	0.2413831619
998	0.2413566294
999	0.2412704904
